AQC00914000        6380R
USC00095863        1166R
USC00095874        1246R
USC00095882        1124R
USC00095979        1228S
USC00095988        1238R
USC00096043        1393S
USC00096087        1306S
USC00096093        1812Q
USC00096148        1405Q
USC00096219        1137Q
USC00096244        1238Q
USC00096335        1369R
USC00096407        1453R
USC00096650        1240Q
USC00097087        1353S
USC00097171        1201Q
USC00097201        1365S
USC00097430        1449R
USC00097489        1418R
USC00097528        1110Q
USC00097600        1421S
USC00097777        1245S
USC00097808        1049R
USC00097827        1754R
USC00098064        1270S
USC00098223        1167R
USC00098241        1108Q
USC00098351        1186R
USC00098436        1570R
USC00098476        1111R
USC00098496        1112R
USC00098535        1388R
USC00098600        1246S
USC00098661        1314R
USC00098666        1318Q
USC00098703        1258S
USC00098740        1573S
USC00098950        1321S
USC00098974        1230Q
USC00099027        1282Q
USC00099077        1513R
USC00099124        1283Q
USC00099157        1198S
USC00099186        1119S
USC00099194        1196R
USC00099291        1408R
USC00099466        1284R
USC00099486        1346R
USC00099502        1046R
USC00099506        1318S
USC00099524        1386R
USC00100010         222S
USC00100227         328R
USC00100347         474R
USC00100375         270R
USC00100448         799R
USC00100470         579S
USC00100528        1152Q
USC00100667         723R
USC00100803         473R
USC00100915         257Q
USC00101017         632S
USC00101079         698R
USC00101180         546R
USC00101195         233R
USC00101220         291R
USC00101363        1059R
USC00101380         396R
USC00101408         904R
USC00101514         834S
USC00101551         286R
USC00101636        1111S
USC00101663         146R
USC00101671          98S
USC00101956         883R
USC00102159         499S
USC00102187         755Q
USC00102246         442R
USC00102260         523R
USC00102444         322R
USC00102575         815R
USC00102676         412Q
USC00102707         254S
USC00102845         791S
USC00102875         822S
USC00102942         514S
USC00103108         492Q
USC00103110         420R
USC00103143        1187R
USC00103297         271R
USC00103448        1099R
USC00103554         530R
USC00103631         372Q
USC00103732         304S
USC00103760         201R
USC00103771         407R
USC00103882         349R
USC00103932         396R
USC00103964         205R
USC00104140         378S
USC00104150        1345R
USC00104268         565R
USC00104295         303Q
USC00104384         164R
USC00104442         879S
USC00104455         340R
USC00104456         423S
USC00104598         909R
USC00104670         357C
USC00104793         597R
USC00104831        1054R
USC00104845         646R
USC00105013         536R
USC00105143         459Q
USC00105177         114Q
USC00105275         227S
USC00105462         209R
USC00105563         169R
USC00105567         165R
USC00105678         346R
USC00105685         137R
USC00105708         866S
USC00105716         519R
USC00105897         431R
USC00105980         278R
USC00106152         849S
USC00106174         356R
USC00106230        1143R
USC00106250         317Q
USC00106305         364S
USC00106388         764Q
USC00106424         418S
USC00106542         206S
USC00106586         892R
USC00106844         323R
USC00106877         283R
USC00106891         426R
USC00107040         465R
USC00107046        1481R
USC00107208         349R
USC00107210         318Q
USC00107264         561R
USC00107301         791R
USC00107320        1244R
USC00107346         450R
USC00107386        1059R
USC00107563         615Q
USC00107644         332R
USC00107648         312S
USC00107673         422S
USC00107706         361R
USC00107808         285Q
USC00107968         284R
USC00108022         360R
USC00108062        1117R
USC00108076         113Q
USC00108080         160R
USC00108137        1163R
USC00108380         397R
USC00108395         428Q
USC00108412         784Q
USC00108535         361R
USC00108676         445R
USC00108928         237R
USC00108937         397R
USC00109000         283R
USC00109065         572Q
USC00109293         290R
USC00109303         335S
USC00109498        1326R
USC00109560         622Q
USC00109638         494R
USC00109846         475S
USC00109950         615Q
USC00109951         928R
USC00109963         544R
USC00110050         754R
USC00110072         504R
USC00110137         798R
USC00110140         557Q
USC00110146         545Q
USC00110187        1172S
USC00110203         540R
USC00110306         649Q
USC00110330         585R
USC00110338         560S
USC00110356         516S
USC00110442         605R
USC00110492         589R
USC00110500         776R
USC00110583         506R
USC00110598         528S
USC00110608         907R
USC00110761         711R
USC00110764         652Q
USC00110803         618R
USC00110868         537S
USC00110993        1194S
USC00111020         781R
USC00111083         639Q
USC00111160         823R
USC00111236         581Q
USC00111250         556R
USC00111265        1019S
USC00111280         693R
USC00111290         867R
USC00111296         944R
USC00111302        1062R
USC00111316         578R
USC00111329         851R
USC00111386         859R
USC00111420         565S
USC00111436         815R
USC00111475         582R
USC00111491         863S
USC00111497         594S
USC00111627         582S
USC00111655         701Q
USC00111664         894Q
USC00111691         888Q
USC00111700         884S
USC00111743         712S
USC00111836         575R
USC00112048         552R
USC00112125         567Q
USC00112140         725S
USC00112145         724S
USC00112193         692R
USC00112223         517S
USC00112344         860R
USC00112348         534S
USC00112353        1162S
USC00112483         921S
USC00112500         533R
USC00112510         540Q
USC00112679         785R
USC00112685         834Q
USC00112709         556Q
USC00112736         559R
USC00112745         468R
USC00112854         635Q
USC00112923         535S
USC00112931         930C
USC00112993         651R
USC00113061         717R
USC00113106         912Q
USC00113109         901S
USC00113120        1252Q
USC00113132         504Q
USC00113262         465S
USC00113290         463R
USC00113312         451C
USC00113320         541S
USC00113335         541R
USC00113384         521R
USC00113392         504R
USC00113413         588R
USC00113455         466R
USC00113490         609Q
USC00113530         580R
USC00113572         760R
USC00113580        1235R
USC00113595         947R
USC00113612         986Q
USC00113666         730S
USC00113683         819R
USC00113693         724R
USC00113717         612R
USC00113738         590R
USC00113774         660R
USC00113879        1078R
USC00113902         497R
USC00113940         694R
USC00114013         524R
USC00114078         886Q
USC00114089         810S
USC00114108         770R
USC00114198         597S
USC00114317         850R
USC00114355         422S
USC00114400         898R
USC00114442         578S
USC00114447         671Q
USC00114489         754S
USC00114530         571S
USC00114603         645S
USC00114629         833R
USC00114655         511R
USC00114710         545R
USC00114739         678R
USC00114756         809R
USC00114780         630R
USC00114805         605S
USC00114816         663Q
USC00114823         552S
USC00114833         657Q
USC00114837         614R
USC00114879         441R
USC00114890         629Q
USC00114957         895S
USC00114991         831Q
USC00115038         591Q
USC00115079         639R
USC00115097         631Q
USC00115110         654R
USC00115113         638Q
USC00115209         879Q
USC00115219         726Q
USC00115272         656R
USC00115280         562R
USC00115313         498Q
USC00115326         468R
USC00115342        1059R
USC00115372         580S
USC00115385         857Q
USC00115413         586R
USC00115430         736S
USC00115493         469R
USC00115515         988R
USC00115539         717R
USC00115562         545Q
USC00115646         623Q
USC00115712         636R
USC00115758         560R
USC00115763         554Q
USC00115768         590S
USC00115772         518R
USC00115792         680R
USC00115825         573R
USC00115833         526R
USC00115841         658S
USC00115876         628R
USC00115888         970R
USC00115901         541S
USC00115927         604S
USC00115935         605R
USC00115943         841S
USC00115950         646R
USC00115961         547R
USC00115983         914R
USC00116011         745C
USC00116024         728Q
USC00116025         778Q
USC00116065         511Q
USC00116072         833R
USC00116080         458S
USC00116134         674R
USC00116157         906R
USC00116159         801R
USC00116200         676S
USC00116281         616Q
USC00116344         688Q
USC00116383        1126R
USC00116446         966S
USC00116526         504S
USC00116558         894R
USC00116579         750R
USC00116610         776S
USC00116616         646S
