AQC00914000        3963R
USC00096407        1397R
USC00096650        1463Q
USC00097087        1427S
USC00097171        1511Q
USC00097201        1362S
USC00097430        1140R
USC00097489         993R
USC00097528        1597Q
USC00097600        1423S
USC00097777        1347S
USC00097808        1768R
USC00097827        1756R
USC00098064        1200S
USC00098223        1224R
USC00098241        1795Q
USC00098351        1525R
USC00098436        1302S
USC00098476        1639R
USC00098496        1391R
USC00098535        1311S
USC00098600        1217S
USC00098661        1327R
USC00098666        1724Q
USC00098703        1374S
USC00098740        1521S
USC00098950        1335S
USC00098974        1994Q
USC00099027        1366Q
USC00099077        1319R
USC00099124        1392Q
USC00099157        1144S
USC00099186        1881S
USC00099194        1528S
USC00099291        1271R
USC00099466        1228R
USC00099486        1263R
USC00099502        2132R
USC00099506        1156S
USC00099524        1215R
USC00100010         198C
USC00100227         197S
USC00100347         307R
USC00100375         261R
USC00100448         154R
USC00100470         360S
USC00100528         464Q
USC00100667         389R
USC00100803         304R
USC00100915         240Q
USC00101017         189S
USC00101079         311R
USC00101180         226S
USC00101195          88S
USC00101220         142S
USC00101363         487S
USC00101380         118R
USC00101408         200S
USC00101514         284S
USC00101551         127R
USC00101636         286S
USC00101663         289R
USC00101671         291S
USC00101956         379R
USC00102159         511S
USC00102187         263Q
USC00102246         433R
USC00102260         282S
USC00102444         126S
USC00102575         462R
USC00102676         391Q
USC00102707         339S
USC00102845         360C
USC00102875         637R
USC00102942         144S
USC00103108         148Q
USC00103110         136R
USC00103143         574R
USC00103297         239R
USC00103448         248R
USC00103554         399S
USC00103631         125Q
USC00103732         360S
USC00103760         110R
USC00103771         558S
USC00103882         384R
USC00103932         115S
USC00103964         260S
USC00104140         123S
USC00104150         535R
USC00104268         152R
USC00104295         173Q
USC00104384         231S
USC00104442         219S
USC00104455         263S
USC00104456         333S
USC00104598         520R
USC00104670         120S
USC00104793         453R
USC00104831         502R
USC00104845         280S
USC00105013         464R
USC00105143         321Q
USC00105177         342Q
USC00105275         240S
USC00105462         314S
USC00105563         304R
USC00105567         238R
USC00105678         194S
USC00105685         294R
USC00105708         388S
USC00105716         322R
USC00105897         341S
USC00105980         139S
USC00106152         385S
USC00106174          93R
USC00106230         535R
USC00106250         202Q
USC00106305         117S
USC00106388         349Q
USC00106424         426S
USC00106542         265S
USC00106586         189R
USC00106844         143S
USC00106877         143R
USC00106891         136R
USC00107040         171S
USC00107046         610R
USC00107208         268R
USC00107210         291Q
USC00107264         452R
USC00107301         384R
USC00107320         592R
USC00107346         296R
USC00107386         486S
USC00107563         511Q
USC00107644         305R
USC00107648         159S
USC00107673         133S
USC00107706         381R
USC00107808         230Q
USC00107968         174R
USC00108022         327S
USC00108062         397R
USC00108076         457Q
USC00108080         312S
USC00108137         529S
USC00108380         110S
USC00108395         371Q
USC00108412         221Q
USC00108535         367R
USC00108676         174R
USC00108928         109S
USC00108937         447S
USC00109000         389S
USC00109065         402Q
USC00109293         133S
USC00109303         149S
USC00109498         512R
USC00109560         493Q
USC00109638         169R
USC00109846         447S
USC00109950         448Q
USC00109951         413R
USC00109963         453R
USC00110050        1081R
USC00110072        1287R
USC00110137        1027R
USC00110140        1238Q
USC00110146        1316Q
USC00110187        1095S
USC00110203        1236R
USC00110306        1187Q
USC00110330        1269R
USC00110338        1219S
USC00110356        1222C
USC00110442        1249R
USC00110492        1074R
USC00110500        1094S
USC00110583        1438R
USC00110598        1310S
USC00110608        1065R
USC00110761        1192S
USC00110764        1234Q
USC00110803        1109R
USC00110868        1187C
USC00110993        1086S
USC00111020        1112R
USC00111083        1207Q
USC00111160        1194S
USC00111236        1207Q
USC00111250        1270R
USC00111265        1143S
USC00111280        1076R
USC00111290        1139S
USC00111296        1131R
USC00111302        1184R
USC00111316        1304R
USC00111329        1203R
USC00111386        1121R
USC00111420        1204C
USC00111436        1175S
USC00111475        1031S
USC00111491        1137S
USC00111497        1207S
USC00111627        1092S
USC00111655        1322Q
USC00111664        1192Q
USC00111691        1152Q
USC00111700        1125S
USC00111743        1245S
USC00111836        1198R
USC00112048        1237R
USC00112125        1227Q
USC00112140        1270S
USC00112145        1250S
USC00112193        1225S
USC00112223        1287S
USC00112344        1086S
USC00112348        1354S
USC00112353        1122S
USC00112483        1151S
USC00112500        1143R
USC00112510        1253Q
USC00112679        1226R
USC00112685        1142Q
USC00112709        1256Q
USC00112736        1258S
USC00112745        1321R
USC00112854        1232Q
USC00112923        1097S
USC00112931        1058S
USC00112993        1227R
USC00113061        1309R
USC00113106        1143Q
USC00113109        1159S
USC00113120        1063Q
USC00113132        1355Q
USC00113262        1284S
USC00113290        1179S
USC00113312        1371C
USC00113320        1265S
USC00113335        1238R
USC00113384        1252S
USC00113392        1362R
USC00113413        1173S
USC00113455        1259S
USC00113490        1247Q
USC00113530        1294R
USC00113572        1090R
USC00113580        1053R
USC00113595        1064S
USC00113612        1134Q
USC00113666        1096S
USC00113683        1144R
USC00113693        1040S
USC00113717        1173R
USC00113738        1038R
USC00113774        1245R
USC00113879        1121S
USC00113902        1232R
USC00113940        1216S
USC00114013        1207S
USC00114078        1209Q
USC00114089        1163S
USC00114108        1059R
USC00114198        1283S
USC00114317        1194S
USC00114355        1272S
USC00114400        1065R
USC00114442        1195C
USC00114447        1185Q
USC00114489        1063S
USC00114530        1237S
USC00114603        1210S
USC00114629        1110S
USC00114655        1232R
USC00114710        1274R
USC00114739        1115S
USC00114756        1213R
USC00114780        1299R
USC00114805        1114S
USC00114816        1158Q
USC00114823        1312S
USC00114833        1108Q
USC00114837        1154R
USC00114879        1387R
USC00114890        1154Q
USC00114957        1148S
USC00114991        1182Q
USC00115038        1255Q
USC00115079        1330R
USC00115097        1219Q
USC00115110        1290R
USC00115113        1178Q
USC00115209        1212Q
USC00115219        1214Q
USC00115272        1158R
USC00115280        1213S
USC00115313        1236Q
USC00115326        1282R
USC00115342        1149R
USC00115372        1244C
USC00115385        1237Q
USC00115413        1193R
USC00115430        1122S
USC00115493        1216R
USC00115515        1062R
USC00115539        1013R
USC00115562        1237Q
USC00115646        1217Q
USC00115712        1103C
USC00115758        1212R
USC00115763        1347Q
USC00115768        1264S
USC00115772        1334R
USC00115792        1164S
USC00115825        1348R
USC00115833        1347S
USC00115841        1038S
USC00115876        1121R
USC00115888        1121S
USC00115901        1400S
USC00115927        1235S
USC00115935        1198S
USC00115943        1052S
USC00115950        1143R
USC00115961        1206R
USC00115983        1043R
USC00116011        1048C
USC00116024        1220Q
USC00116025        1316Q
USC00116065        1265Q
USC00116072        1216R
USC00116080        1148S
USC00116134        1204R
USC00116157        1124R
USC00116159        1131R
USC00116200        1187S
USC00116281        1268Q
USC00116344        1322Q
USC00116383        1057R
USC00116446        1172S
USC00116526        1172S
USC00116558        1149S
USC00116579        1126S
USC00116610        1269C
USC00116616        1361S
